workclass,occupation,gender,hours-per-week,marital-status,relationship,race,native-country,age,capital-gain,education,capital-loss,fnlwgt,income
4,8,1,40,2,0,4,26,39,4508,5,0,98886,0
4,7,1,40,4,1,4,39,25,0,15,0,238673,0
4,12,0,20,1,5,4,39,31,0,15,0,137991,0
4,12,0,32,0,1,4,39,51,0,15,0,85942,0
4,1,0,28,2,5,4,39,39,0,9,0,85783,0
4,6,1,40,0,3,4,39,31,0,9,0,174789,0
4,12,1,17,4,3,2,39,21,0,15,0,457162,0
4,4,1,50,0,1,4,39,46,27828,9,0,176026,1
4,4,0,35,0,1,4,39,73,0,11,0,88594,0
4,3,1,40,0,1,4,39,41,0,11,0,311101,0
4,14,1,40,4,3,4,39,20,0,11,0,273989,0
4,8,1,30,4,1,4,39,27,0,7,0,370242,0
4,10,1,35,4,1,4,39,24,0,9,0,194630,0
4,3,1,40,2,0,4,39,20,0,15,0,313817,0
4,7,1,40,4,3,4,39,39,0,8,0,195843,0
4,6,1,28,4,1,4,39,27,0,9,0,203160,0
4,12,1,60,2,0,4,39,33,0,1,0,175856,0
4,6,1,40,2,0,0,39,33,0,11,0,75435,0
7,3,1,40,2,0,2,39,36,0,6,0,291676,0
4,4,1,36,2,0,4,39,55,0,15,0,192869,0
4,7,1,40,4,3,4,39,19,0,15,0,124464,0
4,4,1,60,4,1,4,39,35,0,11,0,98776,0
4,7,1,40,4,2,1,25,34,0,4,0,107960,0
7,10,0,35,0,1,4,39,62,0,14,0,312286,0
6,3,1,40,2,0,4,39,33,0,15,0,48520,1
4,3,1,55,2,0,4,26,39,4386,6,0,224541,0
2,13,1,40,2,0,4,39,36,0,15,0,237713,0
4,1,0,33,0,4,4,39,41,0,9,0,309990,0
6,3,1,60,2,0,4,39,39,0,11,0,37019,0
0,0,0,10,2,5,4,39,38,0,11,1887,48976,1
4,1,0,10,4,3,4,39,18,0,11,0,170183,0
4,4,1,45,2,0,4,39,61,15024,15,0,142988,1
1,1,0,36,4,3,4,39,20,0,8,0,163205,0
6,14,1,65,2,0,4,39,35,0,11,0,455379,1
4,7,1,40,4,3,4,39,27,0,11,0,104423,0
4,8,0,38,6,4,4,39,66,0,0,0,104936,0
4,14,1,40,4,2,2,39,21,0,11,0,542610,0
4,8,0,18,4,3,4,39,20,0,15,0,208117,0
4,1,1,40,0,3,4,39,34,0,15,0,105141,0
4,9,0,50,4,1,4,0,63,0,4,0,156120,0
0,0,1,40,4,4,4,39,20,0,11,0,38455,0
4,13,0,40,5,1,4,39,31,0,11,0,213339,0
4,10,1,60,2,0,4,39,41,0,10,2051,177989,0
7,5,1,45,2,0,3,4,64,0,3,0,107732,0
4,4,0,40,4,1,4,39,32,0,9,0,312403,0
2,14,1,50,2,0,4,39,30,0,11,0,176992,1
6,5,1,72,2,0,4,39,36,0,9,0,84294,0
4,5,1,12,4,3,4,39,22,0,15,0,143062,0
2,4,1,50,2,0,4,39,53,0,15,0,139671,0
4,1,0,40,6,1,0,39,50,0,11,0,116814,0
4,4,1,40,2,0,4,39,36,0,9,0,37778,0
5,4,1,40,2,0,4,39,41,0,1,0,240900,0
4,4,0,35,4,1,4,39,55,0,9,0,202652,0
4,12,1,50,2,0,4,39,38,15024,9,0,52187,1
4,4,1,50,4,1,2,39,28,2174,9,0,349751,0
2,10,0,37,4,3,4,39,24,0,9,0,238384,0
4,1,0,40,0,2,4,39,60,0,15,0,209844,0
4,8,1,40,2,0,2,39,54,0,0,0,333301,0
5,3,1,60,2,0,4,39,27,0,11,0,214974,0
4,10,0,30,2,5,4,39,30,0,12,0,113453,0
4,14,1,45,6,1,4,39,54,0,11,0,162238,0
4,3,1,40,2,0,4,39,44,5178,15,0,98779,1
4,14,1,60,2,0,4,39,52,0,11,0,165001,1
4,8,1,20,4,3,4,39,18,0,1,0,78528,0
4,14,1,50,2,0,4,39,55,0,5,0,353881,0
4,10,1,50,2,0,4,39,35,0,9,0,251396,1
4,4,0,40,0,1,4,39,37,0,9,0,178100,1
4,1,0,40,4,3,4,39,22,0,15,0,416165,0
4,4,1,45,2,0,4,9,45,0,9,0,177536,1
4,5,1,60,2,0,4,39,38,0,9,0,203717,0
4,10,1,40,2,0,4,39,48,0,9,0,107231,0
4,8,1,40,2,0,4,39,35,0,8,0,106448,0
4,3,1,50,2,2,4,39,21,0,8,0,196816,0
6,3,1,60,2,0,1,30,37,0,11,0,191342,1
4,12,1,25,4,3,4,39,18,0,1,0,170194,0
4,7,1,35,0,3,4,39,26,0,0,0,113587,0
5,3,1,50,2,0,4,39,48,0,9,0,72425,0
4,1,1,40,5,1,2,39,51,8614,15,0,217480,1
4,3,1,40,2,0,4,39,52,0,15,0,120914,0
7,5,1,40,2,0,4,39,32,0,9,0,33945,1
6,8,1,60,2,0,4,39,39,0,9,0,199753,0
4,10,1,40,2,0,4,39,51,0,9,0,144284,1
4,12,1,50,2,0,4,39,54,0,9,0,53833,0
4,10,0,25,4,1,4,39,21,0,15,0,151158,0
4,1,0,40,5,4,2,39,43,0,11,0,125577,0
4,1,0,40,4,3,4,39,32,0,15,0,242323,0
7,10,1,35,2,0,4,39,31,0,12,0,195181,1
0,0,1,8,2,0,4,39,73,0,11,0,145748,0
4,1,1,60,4,2,1,19,26,0,15,0,341672,0
4,3,1,40,4,1,4,39,35,0,11,0,116369,0
4,4,1,54,2,0,4,39,73,0,4,0,113446,1
6,12,0,40,4,1,4,39,25,0,9,0,121285,0
6,5,1,65,2,0,4,39,58,0,8,2377,25124,0
4,8,0,37,5,3,4,39,32,0,11,0,182274,0
4,10,1,40,2,0,4,39,28,0,9,0,103548,0
6,12,0,30,4,1,4,39,41,0,12,0,38434,0
6,3,1,48,2,0,4,39,53,0,11,0,317313,0
4,1,0,35,5,4,4,39,49,0,11,0,177543,0
4,10,1,40,2,0,4,39,55,0,9,0,139834,1
4,1,0,50,2,5,4,39,29,7298,15,0,118478,1
6,5,1,80,2,0,4,39,28,0,8,0,147951,0
4,3,1,45,2,0,4,39,44,0,11,0,201734,0
4,4,1,45,2,0,4,39,41,0,12,0,198196,1
4,12,1,45,2,0,4,39,26,3103,8,0,141876,1
4,12,1,40,2,0,4,39,23,0,11,0,325179,1
6,10,0,40,2,5,4,11,37,0,9,0,143774,1
4,10,1,50,4,3,4,39,23,13550,9,0,152328,1
4,8,0,40,4,4,2,39,33,0,15,0,479600,0
4,3,1,40,4,3,4,39,44,0,11,0,180599,1
4,11,1,30,4,3,4,39,21,2907,15,0,448026,0
4,4,1,40,2,0,4,5,36,0,1,0,300333,0
2,1,1,40,2,0,4,39,44,5013,9,0,184105,0
4,8,0,40,4,4,2,39,23,0,11,0,202084,0
4,4,1,40,0,3,4,39,26,0,11,0,29515,0
4,8,1,40,4,1,4,26,32,0,4,0,247328,0
4,6,1,40,2,0,4,39,31,0,15,0,188246,1
2,4,0,35,5,4,2,39,50,6497,11,0,105788,0
5,1,0,20,4,3,4,39,18,0,15,0,352640,0
4,4,1,50,2,0,4,39,49,0,9,0,132576,1
4,8,0,40,0,1,4,39,59,0,11,0,128829,0
4,7,0,28,5,4,2,39,38,0,11,0,93140,0
5,12,1,55,2,0,4,39,50,0,15,0,155965,0
5,3,1,55,2,0,4,39,51,0,15,1672,335902,0
4,7,1,35,4,3,1,39,22,0,15,0,158522,0
4,7,0,40,2,5,4,39,54,0,11,0,174806,1
4,14,1,40,4,1,4,39,37,0,11,0,32207,0
4,1,1,60,6,4,4,39,31,0,9,0,43607,0
7,4,1,40,2,0,4,39,67,0,9,0,168224,0
0,0,1,40,5,2,4,39,43,0,1,0,180318,0
4,4,0,40,4,2,4,39,21,0,15,0,311376,0
4,1,0,40,4,1,4,39,30,0,11,0,101562,0
2,11,1,50,2,0,4,5,32,0,15,0,267859,0
4,3,1,40,4,3,1,39,36,0,8,0,86143,0
2,1,1,40,4,1,2,39,33,0,9,0,217304,0
4,3,1,56,2,0,4,39,37,0,11,0,410034,0
4,10,1,48,2,0,4,39,29,7298,14,0,293073,1
0,0,1,30,4,3,4,39,18,0,15,0,39493,0
4,12,1,40,4,1,2,14,26,0,15,0,247425,0
4,10,1,40,2,0,4,39,51,0,5,0,128338,0
4,7,1,40,2,0,4,26,39,0,11,0,189344,0
4,8,1,30,4,1,4,39,18,0,11,0,366154,0
4,7,1,40,2,0,4,39,52,0,2,1628,163051,0
4,5,1,40,2,0,4,26,31,0,15,0,437200,0
4,4,1,53,2,0,4,39,45,7298,9,0,323798,1
4,7,1,38,2,0,4,39,38,0,15,0,182570,0
4,12,0,35,4,1,4,39,21,0,7,0,200318,0
4,6,1,40,5,1,4,39,33,0,11,0,48520,0
4,3,1,40,0,4,4,39,39,0,15,0,130007,0
4,7,1,40,2,0,4,39,31,0,11,0,166248,0
4,4,1,50,2,0,4,39,43,0,9,1902,203554,1
0,0,1,10,2,0,4,39,64,0,9,1672,192715,0
5,4,1,45,2,0,4,39,33,7298,9,0,291333,1
6,5,1,60,2,0,4,39,49,0,11,0,39140,0
4,7,1,40,2,0,4,39,41,0,11,0,266439,0
6,7,1,40,0,1,4,39,55,0,15,0,126840,0
4,1,0,37,0,1,2,39,52,0,15,0,166419,0
4,10,1,40,0,1,2,39,42,0,9,0,287129,0
4,1,0,30,4,3,4,39,24,0,15,0,206827,0
4,1,1,52,3,1,4,39,42,0,11,0,173888,0
7,4,1,40,2,0,4,39,41,7298,9,0,253250,1
4,7,1,40,2,0,4,26,35,0,11,0,337239,0
0,0,1,10,2,0,4,39,71,0,4,0,113445,0
1,4,1,42,0,1,4,39,54,0,12,0,201127,1
4,6,1,40,4,2,4,26,24,0,4,0,403107,0
0,0,0,40,6,4,2,39,59,0,11,0,179078,0
0,0,0,40,4,4,2,39,30,0,1,0,126402,0
1,4,0,40,2,5,4,39,57,0,9,0,223892,1
7,4,1,40,2,0,4,39,58,15024,12,0,191318,1
4,8,1,40,4,4,2,39,32,0,11,0,394708,0
4,12,0,25,4,3,4,39,22,1055,11,0,119474,0
4,8,0,25,0,4,4,39,20,0,11,0,419984,0
0,0,1,40,2,0,4,39,60,0,9,0,164730,0
4,10,0,40,0,4,2,0,51,0,11,0,190678,0
2,1,0,20,4,3,2,9,26,0,11,0,197897,0
4,3,1,40,2,0,4,39,33,0,1,0,286675,0
4,12,0,40,4,4,4,39,19,0,0,0,191986,0
6,8,0,20,2,5,4,39,50,15024,11,0,90525,1
4,12,1,40,2,0,4,39,32,0,11,0,56150,0
2,14,1,40,2,0,2,39,51,0,9,0,248327,1
4,12,0,20,4,3,1,39,18,0,15,0,90860,0
1,4,1,50,2,0,4,39,35,0,12,0,104858,1
0,0,1,25,0,3,4,39,22,0,15,1602,228686,0
4,3,1,55,0,1,4,39,46,0,11,0,196707,0
4,12,1,45,0,4,4,39,37,0,11,0,29430,0
4,1,0,20,2,5,4,39,45,0,15,1902,54038,1
4,6,1,32,2,0,4,39,63,0,6,0,281025,0
4,8,1,10,4,2,1,30,53,0,11,0,258832,0
4,1,0,40,4,3,2,39,24,0,11,0,131220,0
0,0,1,29,2,0,4,39,65,0,1,0,190454,0
4,10,0,32,4,1,4,0,43,0,7,0,315971,1
4,7,1,40,2,0,4,39,47,0,11,0,265097,0
4,4,0,40,4,4,4,39,41,0,11,0,185057,0
4,7,1,40,0,1,4,39,27,6849,11,0,169557,0
5,4,1,75,2,0,2,39,35,0,11,0,333636,0
4,1,0,24,4,3,4,39,19,0,15,0,181652,0
4,8,0,35,5,1,4,39,47,0,15,0,34307,0
1,1,0,40,4,4,2,39,25,0,9,1590,198813,0
2,4,1,40,2,0,4,39,59,0,14,0,240030,1
4,7,0,40,4,4,4,39,28,0,0,0,226089,0
4,12,0,20,4,3,4,39,17,0,0,0,190941,0
4,4,1,50,4,3,1,9,21,2463,15,0,160261,0
4,12,0,40,0,4,3,26,31,0,11,0,208458,0
4,6,0,40,0,1,4,39,49,0,11,0,112761,0
2,10,1,50,2,0,4,39,48,7688,12,0,67716,1
6,12,1,20,0,1,4,39,60,0,10,0,121076,0
6,14,1,40,4,1,4,39,33,0,2,0,182556,0
4,3,1,40,2,0,4,39,40,0,11,0,231348,0
4,3,1,52,2,0,4,39,42,0,15,0,55395,0
4,14,1,40,2,0,4,39,34,5013,11,0,344073,0
1,1,1,52,0,3,2,39,38,0,8,0,318912,0
6,4,1,70,2,0,4,39,58,0,15,0,237546,1
4,1,0,40,4,1,4,0,20,0,15,0,346341,0
4,12,0,55,5,2,4,39,52,0,15,0,305090,0
2,11,1,40,2,0,4,39,22,0,15,0,198478,0
4,5,1,35,2,0,4,39,24,0,9,0,321435,1
4,7,0,40,0,4,4,26,39,0,11,0,259716,0
4,4,1,55,2,0,4,39,41,99999,12,0,191547,1
0,0,1,30,2,0,4,39,37,0,15,0,171482,0
4,3,1,40,2,0,4,39,56,2580,6,0,225927,0
4,8,0,40,4,1,4,39,21,0,11,0,256504,0
4,12,0,25,0,4,4,39,29,0,11,0,168526,0
4,8,1,10,0,1,4,39,45,0,8,0,44489,0
2,11,1,80,2,0,4,39,44,0,15,0,159449,1
4,10,1,45,2,0,4,39,54,0,12,0,387540,1
4,3,1,40,4,1,4,39,24,2174,15,0,314819,0
4,4,1,50,2,0,4,39,40,0,9,0,34722,0
7,10,1,60,4,3,4,39,43,99999,9,0,125831,1
0,0,1,16,4,1,4,39,20,0,15,0,239805,0
6,8,0,40,0,1,4,39,41,0,1,0,264663,0
4,1,0,40,0,1,4,39,32,0,8,0,294121,0
4,1,0,25,2,5,4,26,31,0,9,0,83912,0
4,1,1,40,0,1,4,39,26,0,11,0,241626,0
7,3,1,40,2,0,4,39,50,0,9,0,137815,1
5,4,1,40,2,0,4,39,62,3137,8,0,153891,0
4,8,1,45,2,0,4,39,24,2885,11,0,83774,0
4,4,1,65,0,1,4,39,58,0,9,0,199067,1
5,3,1,40,2,0,4,39,44,0,15,0,57233,1
4,8,1,40,0,1,4,39,44,0,2,0,211517,0
5,14,1,50,2,0,4,39,37,0,15,0,132879,1
6,5,1,40,4,1,4,39,65,2964,5,0,72776,0
4,3,1,40,2,0,4,39,33,0,11,0,54318,1
0,0,0,37,3,1,1,36,34,0,11,0,143582,0
6,10,1,60,2,0,4,39,56,0,12,0,174564,1
4,4,1,48,2,0,4,39,35,0,12,1977,179579,1
4,10,1,40,4,3,4,39,33,0,9,1741,187618,0
4,13,1,48,2,0,4,39,35,0,9,0,186819,0
6,4,0,60,3,1,4,39,47,0,15,0,60087,0
6,3,1,96,2,0,0,39,35,0,6,0,28987,0
4,12,0,40,0,4,4,39,56,0,15,0,187355,0
5,10,1,40,4,3,4,39,29,0,12,0,218555,0
5,10,1,50,2,0,1,37,53,7298,14,0,94214,1
4,12,0,25,5,4,2,39,42,0,8,0,204729,0
0,0,0,40,4,2,2,39,20,0,15,0,281668,0
4,13,1,50,4,1,4,36,24,0,9,0,236696,0
4,7,1,40,2,0,4,39,33,0,11,0,179747,0
4,12,1,45,2,0,4,39,42,0,0,0,187322,0
7,11,1,50,2,0,4,39,38,0,15,1887,116975,1
4,7,1,40,4,3,4,39,32,0,11,0,205950,0
6,3,1,20,4,3,4,39,20,0,5,0,190968,0
4,3,1,50,2,0,4,39,32,0,11,0,160458,0
2,11,1,40,2,0,4,39,28,0,15,0,190911,1
4,3,1,55,2,0,4,39,51,0,11,0,85382,1
2,8,1,30,4,3,4,39,41,0,11,0,129793,0
2,8,0,50,3,4,2,39,37,0,7,0,270181,0
4,8,0,40,2,5,4,39,23,0,11,0,243723,0
4,3,1,40,2,0,4,39,40,0,11,0,168113,0
4,7,1,40,2,0,4,39,47,0,0,0,652784,0
6,4,1,50,2,0,4,39,46,0,11,0,315984,0
4,12,1,40,4,1,4,39,24,0,9,0,311311,0
4,7,0,28,0,4,2,39,40,0,11,0,111336,0
6,7,1,60,2,3,1,35,30,0,11,0,100252,0
7,10,0,52,6,1,3,39,41,0,14,0,186990,1
7,1,0,45,2,5,2,39,37,0,9,0,241633,1
1,14,1,40,2,0,1,30,49,0,11,0,252616,0
1,4,0,50,2,5,2,39,41,0,9,0,46366,1
2,4,1,35,2,0,4,39,52,0,8,0,266138,0
4,12,1,50,4,1,4,39,23,0,15,0,32732,0
4,3,0,40,0,4,2,39,34,1471,11,0,361978,0
7,4,0,40,4,1,4,39,25,0,9,2444,77661,1
5,3,1,45,2,0,4,39,44,0,11,0,60087,1
2,10,1,33,0,4,4,39,31,0,11,0,197550,0
4,1,0,40,0,4,4,39,53,0,9,0,170701,0
4,4,1,50,2,0,4,39,62,0,11,0,159822,0
4,4,1,55,4,1,4,39,35,0,9,1876,211494,0
1,10,1,40,4,1,4,39,30,0,9,0,340899,0
7,1,0,40,2,5,4,39,48,0,11,0,224752,1
4,10,0,40,4,1,4,39,36,0,9,0,102568,1
4,8,1,33,0,1,4,39,32,0,1,0,220690,0
4,9,0,28,4,3,4,39,22,0,15,0,303170,0
0,0,1,40,4,3,4,39,17,0,1,0,143331,0
4,10,0,40,4,1,4,39,19,0,11,0,192162,0
4,1,0,40,4,1,4,39,26,0,11,0,201635,0
0,0,1,40,4,3,4,39,20,0,15,0,55263,0
7,4,1,35,2,0,4,39,56,0,15,0,133728,1
4,8,0,21,6,4,4,39,45,0,5,0,347025,0
4,1,0,40,4,3,1,30,23,0,15,0,110998,0
4,6,1,40,5,1,4,39,31,0,11,0,122347,0
4,12,0,8,4,4,4,39,30,0,1,0,127875,0
4,6,1,35,2,0,4,39,42,5013,11,0,167534,0
7,10,1,60,2,0,4,39,27,0,14,0,152560,0
4,4,1,50,2,0,4,39,37,0,9,0,265144,1
4,7,1,60,4,1,4,39,31,0,11,0,302679,0
4,10,0,40,5,1,4,39,33,0,9,0,290763,0
4,6,1,40,2,0,1,30,64,0,13,0,86837,0
4,8,0,40,0,1,4,39,32,0,11,0,147118,0
0,0,1,40,2,0,4,39,62,5178,11,0,103575,1
4,3,1,40,2,0,4,39,37,0,15,0,169469,0
4,14,1,40,2,0,4,39,25,0,1,0,189334,0
4,1,1,40,2,0,4,39,49,4064,11,0,139571,0
4,10,1,40,2,0,4,39,36,0,9,1902,111545,1
4,6,1,15,2,0,4,39,67,10566,15,0,72776,0
4,6,1,40,2,0,4,39,54,0,11,0,307973,1
2,10,0,40,4,1,4,39,45,0,10,0,211666,1
4,3,1,40,4,1,4,39,30,0,15,0,143766,0
7,11,0,40,2,2,4,39,39,0,11,0,112812,0
4,8,0,20,0,1,0,39,57,0,0,0,43290,0
4,8,1,40,4,1,4,39,57,0,0,0,111385,0
6,5,1,40,2,0,4,39,23,0,11,0,145744,0
2,8,1,40,2,2,4,22,49,0,11,0,126754,0
7,10,1,10,2,0,4,39,46,0,9,0,54260,1
7,13,0,43,4,1,4,39,41,0,9,0,34895,0
4,13,1,45,2,0,4,39,44,0,8,0,166740,0
4,8,0,30,4,3,4,39,25,2463,9,0,143062,0
2,3,1,45,2,0,2,39,34,0,9,0,191957,1
4,12,1,25,4,3,4,39,24,0,9,0,109456,0
4,4,0,45,4,1,4,39,32,0,9,0,198183,0
2,13,1,50,2,0,4,39,27,0,11,0,157449,1
4,7,1,40,2,0,2,5,67,0,2,0,53874,0
4,3,1,40,2,0,4,39,36,0,11,0,191754,0
4,4,1,48,0,1,4,39,40,0,15,1408,320071,0
4,14,1,40,2,0,4,39,24,0,11,0,164574,0
4,12,1,40,2,0,4,39,46,0,9,1902,185870,1
7,1,0,38,0,4,4,39,44,0,11,0,165745,0
6,3,1,40,2,0,4,39,23,0,15,0,40323,1
4,10,1,90,4,1,4,39,46,0,14,0,199378,0
4,13,1,40,4,1,4,39,31,0,8,0,289889,0
2,11,1,40,2,3,2,39,21,0,15,0,152200,0
4,3,1,40,2,0,4,39,61,0,11,0,198231,1
6,5,1,15,2,0,4,39,71,0,11,0,28865,0
4,4,1,40,2,0,4,39,42,0,9,0,26915,1
0,0,1,5,2,0,2,39,27,0,15,0,108926,0
7,8,0,16,4,1,4,39,21,0,15,0,204034,0
4,5,1,25,4,1,4,26,21,0,13,0,243368,0
2,10,0,60,0,1,4,39,28,2354,9,0,191088,0
2,10,0,37,4,3,2,39,27,0,7,0,194515,0
4,8,0,25,4,1,4,39,32,0,15,2001,28984,0
4,6,1,40,0,1,4,39,47,0,11,0,125892,0
4,4,1,35,4,1,4,9,22,0,7,0,37932,0
4,13,1,40,2,0,4,39,56,0,11,0,249751,0
4,8,0,40,2,2,4,39,20,0,11,0,191948,0
4,12,0,40,4,1,4,39,30,0,15,0,97306,0
4,8,0,25,4,3,4,39,22,0,15,0,176178,0
4,3,1,45,2,0,4,39,28,7688,8,0,142764,1
4,4,1,55,2,0,4,39,50,0,12,0,148431,1
7,7,0,10,2,5,4,39,66,1424,11,0,148380,0
4,8,1,46,4,1,4,39,38,0,15,0,314890,0
4,4,1,30,2,0,4,39,62,0,2,0,177493,0
1,13,0,40,0,1,4,39,36,0,12,0,327435,1
4,3,1,35,2,0,4,39,47,0,0,0,275967,0
4,13,1,40,4,1,4,39,25,0,11,0,176520,0
4,14,1,40,2,0,4,39,26,0,15,0,186463,0
4,5,1,40,2,0,4,39,37,0,1,0,50380,0
6,3,1,8,2,0,4,39,70,0,5,0,323987,0
4,14,1,40,2,0,4,39,52,0,1,0,192445,0
4,4,1,18,2,0,4,39,70,0,6,0,142851,0
7,11,1,40,4,3,4,39,19,0,11,0,42750,0
4,3,1,3,4,3,4,39,23,0,1,0,199011,0
4,10,0,16,2,5,4,0,37,0,9,0,98644,1
4,12,0,40,5,4,2,39,37,0,1,0,173963,0
7,10,0,40,0,4,2,39,45,0,15,0,284763,0
4,4,1,50,2,0,4,39,29,0,9,0,108775,1
6,4,1,20,2,0,4,31,56,0,9,0,233312,0
4,13,1,40,2,0,4,39,50,0,12,0,197826,0
4,1,1,30,4,2,4,39,20,0,11,2001,123007,0
4,1,1,40,4,1,4,39,26,0,9,0,264012,0
5,10,1,60,2,0,4,39,41,0,14,2415,214247,1
4,6,1,40,4,3,4,39,21,0,11,0,200121,0
6,3,1,50,2,0,4,39,48,0,4,2042,138069,0
4,8,1,40,4,1,4,39,22,0,15,0,33551,0
7,8,1,35,2,0,4,39,37,0,7,0,89083,0
4,3,1,30,2,0,2,39,47,0,15,0,369438,1
4,12,1,40,0,4,4,39,61,0,9,0,93997,0
2,10,1,40,2,0,4,39,47,0,12,0,169699,1
4,3,1,25,2,0,4,39,37,0,11,0,115429,0
7,1,0,40,5,4,2,39,46,0,8,0,96652,0
6,12,1,48,2,0,4,39,42,0,11,0,103759,0
4,1,0,40,0,4,4,39,41,0,11,0,54422,0
2,8,1,40,2,0,4,39,33,0,6,0,107215,0
4,10,1,35,4,1,4,39,24,0,9,0,194630,0
4,13,1,40,4,1,4,39,27,0,7,0,102142,0
1,4,1,39,2,0,4,39,40,0,9,0,134638,0
4,7,1,40,2,0,4,39,56,0,0,0,46920,0
1,10,1,55,2,0,4,2,35,0,10,0,207973,0
4,3,1,40,4,1,4,39,24,0,8,0,208946,0
6,10,0,1,2,5,4,39,73,0,15,0,252431,0
4,12,1,50,4,1,4,39,36,0,15,0,251730,0
4,3,1,50,2,0,4,39,31,0,9,0,301251,1
0,0,1,45,2,0,2,14,50,0,11,0,137632,0
4,6,1,40,4,1,2,39,36,0,11,0,197274,0
4,12,1,40,2,0,2,39,37,0,11,0,106043,1
4,10,0,55,4,1,4,39,26,0,9,0,195636,0
4,11,1,40,4,3,4,5,20,0,11,0,237956,0
4,10,1,40,2,0,4,39,58,0,9,0,31532,1
7,10,1,40,2,0,4,39,45,0,9,0,276157,1
0,0,1,40,4,3,4,39,33,0,9,0,207668,0
4,13,0,40,4,1,4,39,31,0,9,0,142921,0
4,10,1,60,2,0,4,39,44,99999,14,0,217039,1
2,10,0,30,4,3,4,39,19,0,15,0,259169,0
4,13,1,50,2,0,2,33,54,0,11,0,409173,1
7,10,1,40,2,0,4,39,31,0,12,1740,73161,0
4,3,1,35,2,0,4,39,27,0,11,0,241431,0
4,12,1,40,2,0,4,39,36,5178,15,0,151764,1
1,1,1,40,0,1,4,39,47,0,15,1876,131726,0
4,4,1,45,2,0,4,39,35,0,9,0,334291,0
4,1,1,55,2,0,4,32,42,0,3,0,67243,1
4,4,0,40,0,1,4,39,45,0,9,0,370261,0
4,3,1,40,2,0,4,39,70,1455,11,0,573446,0
2,8,0,44,4,3,2,39,27,0,2,0,189775,0
4,10,1,60,2,0,4,39,36,0,11,0,312206,1
4,7,1,40,3,1,4,39,23,0,11,0,86939,0
4,4,1,50,4,1,4,39,25,0,9,0,221757,0
6,3,1,45,2,0,4,39,45,7688,15,0,213140,1
4,6,1,30,4,3,4,39,24,0,11,0,308673,0
4,12,1,50,2,0,4,39,90,0,7,1825,149069,1
4,7,1,44,2,0,4,39,50,0,11,1902,69345,1
4,3,1,99,2,0,4,39,37,7688,11,0,112158,1
4,1,0,40,4,1,4,39,31,0,15,0,386299,0
4,5,1,40,4,3,4,39,17,0,1,0,61838,0
4,1,1,38,4,1,2,39,26,0,15,0,290286,0
4,10,1,60,2,0,4,39,41,0,10,0,143069,0
5,4,1,60,2,0,4,39,50,0,11,0,145714,1
6,14,1,80,2,0,4,39,45,0,11,0,285570,0
6,12,1,55,2,0,4,39,54,0,15,0,399705,1
4,3,1,40,2,0,4,39,54,0,11,0,186224,0
4,7,1,40,4,3,4,39,38,0,11,0,172918,0
4,12,0,38,2,2,4,39,22,0,11,0,198270,0
4,7,1,40,2,0,4,39,43,0,11,0,307767,0
0,0,0,30,4,3,4,39,19,0,11,0,208630,0
4,13,1,40,2,0,4,39,30,0,9,0,169002,1
0,0,0,40,0,4,4,39,31,0,6,0,186369,0
4,3,1,40,5,1,4,39,42,3325,11,0,99203,0
4,7,1,40,2,0,4,39,48,0,15,0,197836,1
4,14,1,35,2,0,2,39,56,0,15,0,140136,1
2,1,1,36,4,4,4,39,21,0,15,0,402230,0
4,3,1,40,2,0,4,39,45,0,9,0,167159,0
4,4,1,40,2,0,4,39,37,0,14,0,116409,1
2,10,1,30,2,0,4,39,38,0,9,0,105161,0
4,12,1,50,2,0,4,39,34,0,15,0,263908,0
4,11,1,40,0,3,4,39,29,0,11,0,189565,0
4,7,1,40,2,0,4,39,24,0,11,0,224059,0
0,0,0,23,4,1,4,39,79,0,12,0,27457,0
4,7,1,55,4,1,4,39,35,0,7,0,240988,0
6,14,1,70,2,0,4,39,39,0,0,0,41017,0
6,5,1,12,2,0,4,39,73,0,5,0,214498,0
4,8,0,40,4,3,4,39,57,0,8,0,186361,0
5,12,1,50,2,0,4,39,35,0,9,0,165799,0
4,6,1,32,2,0,4,39,60,0,11,0,266983,0
0,0,0,40,4,3,2,39,19,0,15,0,165416,0
4,7,1,40,2,0,4,39,54,0,11,0,226497,0
6,3,1,40,2,0,4,39,53,0,9,0,99516,0
4,4,0,40,4,2,4,39,23,0,15,0,177287,0
6,4,1,48,2,0,4,39,57,0,15,0,27385,1
6,12,0,48,4,3,4,39,27,0,0,0,147452,0
4,4,1,40,4,3,2,39,25,0,11,0,144334,0
4,3,1,40,2,0,2,39,38,0,11,0,217926,0
4,12,1,60,2,0,2,39,48,0,15,0,153312,1
4,1,0,45,4,4,4,39,24,0,11,0,126822,0
5,12,1,40,2,0,4,39,67,0,15,0,51415,0
4,8,1,35,4,3,2,39,20,0,11,0,171886,0
4,10,1,40,2,0,1,3,38,0,10,0,216319,1
4,3,1,40,2,0,4,39,54,0,5,0,279337,0
6,5,1,40,4,3,4,39,20,0,15,0,115085,0
4,4,1,55,5,1,4,39,57,0,0,0,453233,0
1,4,1,44,4,1,4,39,34,0,9,0,400943,0
4,3,1,49,5,4,4,39,34,0,11,0,226883,0
4,7,0,16,3,1,4,39,80,0,11,0,138050,0
4,7,0,40,2,5,4,39,40,0,11,0,204585,0
2,6,1,35,4,2,4,39,19,0,1,0,220558,0
